epoch_time,open,high,low,close,volume,date,bb_bbm,bb_bbh,bb_bbl,bb_bbhi,bb_bbli
1721110500,24652.9,24654.45,24631.6,24640.45,0,2024-07-16 11:45:00+05:30,24624.8325,24673.91449542602,24575.75050457398,0.0,0.0
1721111400,24640.0,24653.15,24638.6,24640.5,0,2024-07-16 12:00:00+05:30,24625.52,24675.073106865257,24575.966893134744,0.0,0.0
1721112300,24640.9,24644.55,24620.3,24631.65,0,2024-07-16 12:15:00+05:30,24626.4975,24675.723351694,24577.271648306003,0.0,0.0
1721113200,24631.85,24649.35,24622.95,24646.3,0,2024-07-16 12:30:00+05:30,24628.1675,24677.700098104677,24578.634901895322,0.0,0.0
1721114100,24646.6,24653.4,24644.45,24652.4,0,2024-07-16 12:45:00+05:30,24631.065,24679.127096292188,24583.00290370781,0.0,0.0
1721115000,24652.6,24656.65,24643.05,24652.9,0,2024-07-16 13:00:00+05:30,24632.989999999998,24681.31133690203,24584.668663097968,0.0,0.0
1721115900,24652.0,24654.9,24628.05,24632.7,0,2024-07-16 13:15:00+05:30,24634.9725,24679.696167951093,24590.248832048906,0.0,0.0
1721116800,24632.75,24635.7,24610.75,24622.35,0,2024-07-16 13:30:00+05:30,24636.66,24676.542321898298,24596.777678101702,0.0,0.0
1721117700,24621.85,24634.5,24615.5,24621.4,0,2024-07-16 13:45:00+05:30,24638.505,24671.359587198738,24605.650412801264,0.0,0.0
1721118600,24621.8,24630.4,24603.45,24625.1,0,2024-07-16 14:00:00+05:30,24640.3425,24664.811915093116,24615.87308490688,0.0,0.0
1721119500,24625.15,24630.5,24607.2,24609.35,0,2024-07-16 14:15:00+05:30,24639.684999999998,24666.619347959422,24612.750652040573,0.0,1.0
1721120400,24607.95,24619.7,24587.65,24616.5,0,2024-07-16 14:30:00+05:30,24638.8225,24667.50956110774,24610.135438892255,0.0,0.0
1721121300,24615.9,24624.55,24609.75,24611.05,0,2024-07-16 14:45:00+05:30,24637.784999999996,24668.81790350578,24606.752096494212,0.0,0.0
1721122200,24611.15,24648.0,24604.2,24604.3,0,2024-07-16 15:00:00+05:30,24636.280000000002,24670.57195824096,24601.988041759047,0.0,0.0
1721123100,24603.6,24616.2,24593.9,24601.1,0,2024-07-16 15:15:00+05:30,24634.23,24671.64497561137,24596.81502438863,0.0,0.0
1721274300,24543.8,24585.95,24534.3,24539.7,0,2024-07-18 09:15:00+05:30,24628.355000000003,24682.60882843634,24574.101171563667,0.0,1.0
1721275200,24538.45,24580.9,24515.1,24580.9,0,2024-07-18 09:30:00+05:30,24624.6,24681.032472921175,24568.167527078822,0.0,0.0
1721276100,24583.85,24658.75,24580.6,24637.25,0,2024-07-18 09:45:00+05:30,24623.76,24678.899328976684,24568.620671023313,0.0,0.0
1721277000,24636.05,24678.9,24633.3,24655.5,0,2024-07-18 10:00:00+05:30,24623.7125,24678.740628034666,24568.684371965337,0.0,0.0
1721277900,24654.05,24658.1,24634.1,24637.5,0,2024-07-18 10:15:00+05:30,24622.945,24676.740528624592,24569.149471375407,0.0,0.0
1721278800,24637.55,24655.9,24619.3,24645.75,0,2024-07-18 10:30:00+05:30,24623.21,24677.39862057664,24569.021379423357,0.0,0.0
1721279700,24644.45,24649.45,24591.5,24593.6,0,2024-07-18 10:45:00+05:30,24620.864999999998,24675.910182350493,24565.819817649503,0.0,0.0
1721280600,24590.2,24609.1,24531.5,24537.35,0,2024-07-18 11:00:00+05:30,24616.15,24681.82141691786,24550.478583082142,0.0,1.0
1721281500,24538.55,24557.45,24528.65,24551.95,0,2024-07-18 11:15:00+05:30,24611.4325,24681.190935153023,24541.674064846975,0.0,0.0
1721282400,24552.55,24560.45,24504.45,24538.85,0,2024-07-18 11:30:00+05:30,24605.754999999997,24679.61486663946,24531.895133360536,0.0,0.0
1721283300,24538.6,24553.45,24529.9,24553.2,0,2024-07-18 11:45:00+05:30,24600.769999999997,24674.687213150915,24526.85278684908,0.0,0.0
1721284200,24553.0,24612.1,24541.45,24607.8,0,2024-07-18 12:00:00+05:30,24599.524999999998,24672.075213645436,24526.97478635456,0.0,0.0
1721285100,24607.0,24641.35,24599.75,24615.3,0,2024-07-18 12:15:00+05:30,24599.1725,24671.34320371694,24527.00179628306,0.0,0.0
1721286000,24615.25,24648.45,24610.0,24647.1,0,2024-07-18 12:30:00+05:30,24600.457499999997,24675.040355100875,24525.87464489912,0.0,0.0
1721286900,24646.75,24646.75,24614.7,24616.75,0,2024-07-18 12:45:00+05:30,24600.04,24674.15844304894,24525.921556951063,0.0,0.0
1721287800,24616.55,24715.0,24611.45,24711.6,0,2024-07-18 13:00:00+05:30,24605.1525,24693.813565158267,24516.491434841733,1.0,0.0
1721288700,24716.3,24738.95,24697.9,24731.6,0,2024-07-18 13:15:00+05:30,24610.9075,24715.31221864336,24506.50278135664,1.0,0.0
1721289600,24731.5,24746.8,24711.9,24713.4,0,2024-07-18 13:30:00+05:30,24616.024999999998,24729.587883461096,24502.4621165389,0.0,0.0
1721290500,24713.05,24768.55,24706.95,24758.0,0,2024-07-18 13:45:00+05:30,24623.71,24752.799800526605,24494.620199473393,1.0,0.0
1721291400,24758.35,24828.8,24757.8,24819.9,0,2024-07-18 14:00:00+05:30,24634.65,24788.861876974508,24480.438123025495,1.0,0.0
1721292300,24820.4,24829.35,24793.1,24799.05,0,2024-07-18 14:15:00+05:30,24647.6175,24811.052656178224,24484.182343821776,0.0,0.0
1721293200,24799.9,24824.05,24774.2,24820.9,0,2024-07-18 14:30:00+05:30,24659.6175,24836.394676906413,24482.840323093587,0.0,0.0
1721294100,24820.85,24837.75,24785.9,24800.05,0,2024-07-18 14:45:00+05:30,24667.7575,24854.383672534834,24481.131327465166,0.0,0.0
1721295000,24799.85,24817.25,24788.8,24801.7,0,2024-07-18 15:00:00+05:30,24675.0675,24870.44829044523,24479.68670955477,0.0,0.0
1721295900,24802.05,24810.4,24775.95,24779.35,0,2024-07-18 15:15:00+05:30,24682.159999999996,24881.82257435985,24482.497425640144,0.0,0.0
1721360700,24853.8,24854.8,24727.75,24769.3,0,2024-07-19 09:15:00+05:30,24688.337499999998,24890.738181508248,24485.936818491748,0.0,0.0
1721361600,24769.4,24773.7,24741.0,24747.7,0,2024-07-19 09:30:00+05:30,24696.0425,24895.136222339515,24496.948777660484,0.0,0.0
1721362500,24748.7,24749.05,24704.3,24719.1,0,2024-07-19 09:45:00+05:30,24705.13,24890.542101546813,24519.71789845319,0.0,0.0
1721363400,24718.9,24723.7,24684.2,24685.85,0,2024-07-19 10:00:00+05:30,24711.825,24883.81301266369,24539.83698733631,0.0,0.0
1721364300,24684.95,24725.7,24678.4,24717.05,0,2024-07-19 10:15:00+05:30,24720.735,24873.32501966055,24568.14498033945,0.0,0.0
1721365200,24716.55,24719.55,24681.75,24695.8,0,2024-07-19 10:30:00+05:30,24727.864999999998,24860.496527549098,24595.2334724509,0.0,0.0
1721366100,24694.6,24694.9,24656.8,24658.4,0,2024-07-19 10:45:00+05:30,24730.395,24855.48486729551,24605.305132704492,0.0,0.0
1721367000,24657.55,24675.25,24643.95,24661.55,0,2024-07-19 11:00:00+05:30,24732.707499999997,24850.710208761313,24614.70479123868,0.0,0.0
1721367900,24660.45,24665.5,24640.4,24659.65,0,2024-07-19 11:15:00+05:30,24733.335,24849.631238546255,24617.038761453743,0.0,0.0
1721368800,24659.3,24675.25,24632.9,24637.4,0,2024-07-19 11:30:00+05:30,24734.3675,24846.80789876756,24621.92710123244,0.0,0.0
1721369700,24637.05,24646.4,24621.85,24635.45,0,2024-07-19 11:45:00+05:30,24730.56,24850.7187183687,24610.401281631304,0.0,0.0
1721370600,24634.45,24673.55,24634.15,24661.75,0,2024-07-19 12:00:00+05:30,24727.067499999997,24850.906404529258,24603.228595470737,0.0,0.0
1721371500,24661.65,24667.6,24627.95,24641.2,0,2024-07-19 12:15:00+05:30,24723.4575,24852.768100010235,24594.146899989766,0.0,0.0
1721372400,24641.35,24646.8,24611.65,24631.25,0,2024-07-19 12:30:00+05:30,24717.120000000003,24851.3674707397,24582.872529260305,0.0,0.0
1721373300,24631.4,24636.8,24607.25,24608.25,0,2024-07-19 12:45:00+05:30,24706.5375,24840.07482015809,24573.000179841907,0.0,0.0
1721374200,24607.4,24628.9,24595.85,24612.8,0,2024-07-19 13:00:00+05:30,24697.225,24829.629518427442,24564.820481572555,0.0,0.0
1721375100,24611.35,24627.0,24590.1,24626.9,0,2024-07-19 13:15:00+05:30,24687.525,24810.344446750107,24564.705553249896,0.0,0.0
1721376000,24626.1,24646.15,24604.25,24607.0,0,2024-07-19 13:30:00+05:30,24677.8725,24793.96045577062,24561.784544229384,0.0,0.0
1721376900,24606.5,24631.85,24604.25,24625.65,0,2024-07-19 13:45:00+05:30,24669.07,24772.245895440745,24565.894104559255,0.0,0.0
1721377800,24627.15,24635.75,24554.25,24570.65,0,2024-07-19 14:00:00+05:30,24658.635000000002,24757.19803617482,24560.071963825183,0.0,0.0
1721378700,24570.25,24588.7,24552.2,24576.9,0,2024-07-19 14:15:00+05:30,24649.015000000003,24739.741336308693,24558.288663691314,0.0,0.0
1721379600,24577.65,24578.35,24537.7,24567.2,0,2024-07-19 14:30:00+05:30,24639.99,24725.409310463132,24554.57068953687,0.0,0.0
1721380500,24567.35,24586.7,24524.75,24556.2,0,2024-07-19 14:45:00+05:30,24631.844999999998,24716.60093725513,24547.089062744864,0.0,0.0
1721381400,24556.6,24561.5,24519.75,24530.4,0,2024-07-19 15:00:00+05:30,24624.072500000002,24715.815791171593,24532.32920882841,0.0,1.0
1721382300,24531.85,24539.65,24508.15,24525.85,0,2024-07-19 15:15:00+05:30,24614.5125,24705.352061177906,24523.672938822096,0.0,0.0
1721619900,24445.75,24469.45,24362.3,24467.4,0,2024-07-22 09:15:00+05:30,24603.092500000002,24706.712219527675,24499.47278047233,0.0,1.0
1721620800,24468.25,24508.6,24450.25,24494.1,0,2024-07-22 09:30:00+05:30,24594.8775,24705.47221269004,24484.282787309956,0.0,0.0
1721621700,24493.4,24538.9,24488.6,24533.95,0,2024-07-22 09:45:00+05:30,24588.4975,24697.684314565646,24479.310685434357,0.0,0.0
1721622600,24532.15,24558.55,24501.0,24556.0,0,2024-07-22 10:00:00+05:30,24583.315,24688.2578849422,24478.3721150578,0.0,0.0
1721623500,24555.65,24579.4,24548.8,24568.05,0,2024-07-22 10:15:00+05:30,24579.8475,24681.957643839836,24477.737356160163,0.0,0.0
1721624400,24567.6,24576.9,24551.4,24566.25,0,2024-07-22 10:30:00+05:30,24576.3875,24675.36853795673,24477.406462043273,0.0,0.0
1721625300,24566.3,24595.2,24564.35,24568.7,0,2024-07-22 10:45:00+05:30,24571.735,24662.647766430193,24480.82223356981,0.0,0.0
1721626200,24567.2,24572.3,24531.1,24532.05,0,2024-07-22 11:00:00+05:30,24566.2775,24652.856345424214,24479.698654575786,0.0,0.0
1721627100,24531.4,24545.3,24507.35,24530.0,0,2024-07-22 11:15:00+05:30,24561.215,24643.751701533256,24478.678298466744,0.0,0.0
1721628000,24531.55,24551.15,24524.4,24548.1,0,2024-07-22 11:30:00+05:30,24558.2075,24638.00768342704,24478.40731657296,0.0,0.0
1721628900,24547.9,24554.9,24528.2,24533.05,0,2024-07-22 11:45:00+05:30,24554.22,24630.6070434039,24477.832956596103,0.0,0.0
1721629800,24532.85,24537.9,24514.2,24522.95,0,2024-07-22 12:00:00+05:30,24549.0225,24618.779295188626,24479.265704811372,0.0,0.0
1721630700,24523.15,24527.9,24485.4,24488.05,0,2024-07-22 12:15:00+05:30,24543.075,24612.32650178868,24473.82349821132,0.0,0.0
1721631600,24488.65,24496.3,24465.55,24491.45,0,2024-07-22 12:30:00+05:30,24536.365,24597.887159422335,24474.84284057767,0.0,0.0
1721632500,24491.6,24512.2,24487.25,24502.4,0,2024-07-22 12:45:00+05:30,24532.9525,24594.05918928183,24471.84581071817,0.0,0.0
1721633400,24502.9,24505.8,24481.05,24487.8,0,2024-07-22 13:00:00+05:30,24528.497499999998,24589.128453109657,24467.86654689034,0.0,0.0
1721634300,24487.3,24531.85,24487.3,24513.2,0,2024-07-22 13:15:00+05:30,24525.7975,24584.05707839691,24467.537921603092,0.0,0.0
1721635200,24513.6,24528.75,24513.25,24521.85,0,2024-07-22 13:30:00+05:30,24524.08,24580.65414073572,24467.50585926428,0.0,0.0
1721636100,24522.5,24541.65,24518.85,24523.45,0,2024-07-22 13:45:00+05:30,24523.732500000002,24580.232422787427,24467.232577212577,0.0,0.0
1721637000,24523.25,24524.75,24491.5,24498.25,0,2024-07-22 14:00:00+05:30,24522.3525,24579.916364315948,24464.788635684054,0.0,0.0
1721637900,24498.15,24516.65,24480.8,24509.3,0,2024-07-22 14:15:00+05:30,24524.447500000002,24576.66014669585,24472.234853304155,0.0,0.0
1721638800,24509.4,24521.75,24502.55,24516.35,0,2024-07-22 14:30:00+05:30,24525.56,24576.05880790658,24475.061192093424,0.0,0.0
1721639700,24516.55,24517.15,24493.0,24505.65,0,2024-07-22 14:45:00+05:30,24524.145,24575.206961380125,24473.083038619876,0.0,0.0
1721640600,24505.8,24520.25,24493.25,24515.7,0,2024-07-22 15:00:00+05:30,24522.129999999997,24571.144267310498,24473.115732689497,0.0,0.0
1721641500,24516.25,24520.95,24504.7,24515.9,0,2024-07-22 15:15:00+05:30,24519.5225,24563.80833831187,24475.23666168813,0.0,0.0
1721706300,24568.9,24582.55,24502.6,24532.2,0,2024-07-23 09:15:00+05:30,24517.82,24557.12767609494,24478.51232390506,0.0,0.0
1721707200,24531.65,24542.45,24467.45,24488.3,0,2024-07-23 09:30:00+05:30,24513.8,24547.51917851883,24480.08082148117,0.0,0.0
1721708100,24488.8,24514.45,24474.1,24487.0,0,2024-07-23 09:45:00+05:30,24511.5475,24546.097803544028,24476.997196455974,0.0,0.0
1721709000,24485.75,24489.95,24445.6,24449.15,0,2024-07-23 10:00:00+05:30,24507.505,24550.3879441618,24464.6220558382,0.0,1.0
1721709900,24449.9,24462.5,24423.75,24440.95,0,2024-07-23 10:15:00+05:30,24502.1475,24549.901646154904,24454.393353845095,0.0,1.0
1721710800,24441.45,24488.95,24438.45,24464.5,0,2024-07-23 10:30:00+05:30,24498.72,24546.9480146801,24450.491985319903,0.0,0.0
1721711700,24463.25,24491.95,24443.8,24481.8,0,2024-07-23 10:45:00+05:30,24496.6625,24544.084508339838,24449.24049166016,0.0,0.0
1721712600,24482.25,24552.5,24482.25,24542.55,0,2024-07-23 11:00:00+05:30,24499.3875,24550.62656590663,24448.14843409337,0.0,0.0
1721713500,24543.5,24549.8,24380.3,24498.35,0,2024-07-23 11:15:00+05:30,24499.7325,24550.84590602018,24448.619093979818,0.0,0.0
1721714400,24498.6,24505.05,24454.8,24485.5,0,2024-07-23 11:30:00+05:30,24498.8875,24550.35412875091,24447.42087124909,0.0,0.0
1721715300,24487.0,24500.55,24438.8,24454.3,0,2024-07-23 11:45:00+05:30,24497.2125,24552.08156118191,24442.343438818094,0.0,0.0
1721716200,24450.9,24488.9,24429.5,24469.3,0,2024-07-23 12:00:00+05:30,24495.0175,24550.65959984341,24439.375400156594,0.0,0.0
1721717100,24468.65,24474.05,24141.25,24142.15,0,2024-07-23 12:15:00+05:30,24476.032499999998,24638.554560887078,24313.510439112917,0.0,1.0
1721718000,24142.6,24382.0,24074.2,24352.5,0,2024-07-23 12:30:00+05:30,24467.484999999997,24636.96524398136,24298.004756018632,0.0,0.0
1721718900,24353.4,24395.4,24280.75,24353.5,0,2024-07-23 12:45:00+05:30,24460.247499999998,24636.09756816883,24284.397431831167,0.0,0.0
1721719800,24354.35,24394.85,24279.45,24279.65,0,2024-07-23 13:00:00+05:30,24448.765,24639.651660351064,24257.878339648934,0.0,0.0
1721720700,24280.4,24361.75,24277.3,24337.65,0,2024-07-23 13:15:00+05:30,24439.83,24633.928280260243,24245.73171973976,0.0,0.0
1721721600,24337.5,24360.85,24310.75,24342.15,0,2024-07-23 13:30:00+05:30,24431.655,24627.73825247196,24235.571747528036,0.0,0.0
1721722500,24343.5,24444.5,24318.95,24439.6,0,2024-07-23 13:45:00+05:30,24427.850000000002,24620.179514115705,24235.5204858843,0.0,0.0
1721723400,24439.35,24513.65,24413.9,24459.9,0,2024-07-23 14:00:00+05:30,24425.05,24613.767148134404,24236.332851865594,0.0,0.0
1721724300,24460.15,24467.15,24427.55,24442.4,0,2024-07-23 14:15:00+05:30,24420.56,24603.036030206666,24238.083969793337,0.0,0.0
1721725200,24444.1,24544.7,24432.8,24530.0,0,2024-07-23 14:30:00+05:30,24422.645,24609.079422518975,24236.210577481026,0.0,0.0
1721726100,24530.1,24544.3,24484.45,24485.8,0,2024-07-23 14:45:00+05:30,24422.585,24608.937292982893,24236.232707017105,0.0,0.0
1721727000,24484.8,24514.7,24459.25,24460.65,0,2024-07-23 15:00:00+05:30,24423.16,24609.907164904806,24236.412835095194,0.0,0.0
1721727900,24459.45,24479.5,24446.75,24476.4,0,2024-07-23 15:15:00+05:30,24424.9325,24612.989776580787,24236.87522341921,0.0,0.0
1721792700,24444.95,24487.0,24405.6,24449.3,0,2024-07-24 09:15:00+05:30,24424.172499999997,24611.70614091539,24236.638859084604,0.0,0.0
1721793600,24449.1,24504.25,24395.15,24409.1,0,2024-07-24 09:30:00+05:30,24420.5375,24606.271890663073,24234.803109336925,0.0,0.0
1721794500,24408.1,24462.95,24373.45,24462.95,0,2024-07-24 09:45:00+05:30,24416.557500000003,24594.92861950925,24238.186380490755,0.0,0.0
1721795400,24462.9,24466.55,24428.4,24441.15,0,2024-07-24 10:00:00+05:30,24413.697500000002,24588.53025858655,24238.864741413454,0.0,0.0
1721796300,24442.4,24485.35,24397.25,24400.65,0,2024-07-24 10:15:00+05:30,24409.455,24581.203146714844,24237.70685328516,0.0,0.0
1721797200,24401.15,24454.1,24401.15,24438.95,0,2024-07-24 10:30:00+05:30,24408.687500000004,24579.76305604172,24237.611943958287,0.0,0.0
1721798100,24439.65,24492.1,24430.7,24455.5,0,2024-07-24 10:45:00+05:30,24407.9975,24578.198699981032,24237.79630001897,0.0,0.0
1721799000,24454.75,24469.9,24423.4,24432.0,0,2024-07-24 11:00:00+05:30,24422.49,24541.2694746578,24303.7105253422,0.0,0.0
1721799900,24432.35,24445.25,24405.5,24408.3,0,2024-07-24 11:15:00+05:30,24425.280000000002,24539.901020759648,24310.658979240357,0.0,0.0
1721800800,24408.4,24438.8,24384.15,24388.55,0,2024-07-24 11:30:00+05:30,24427.0325,24538.230693667807,24315.834306332195,0.0,0.0
1721801700,24388.8,24421.35,24388.5,24400.9,0,2024-07-24 11:45:00+05:30,24433.095,24522.59518938518,24343.59481061482,0.0,0.0
1721802600,24401.25,24410.85,24367.8,24379.85,0,2024-07-24 12:00:00+05:30,24435.204999999998,24517.287470113803,24353.122529886194,0.0,0.0
1721803500,24378.35,24382.25,24307.25,24339.1,0,2024-07-24 12:15:00+05:30,24435.052499999998,24517.834300385006,24352.27069961499,0.0,1.0
1721804400,24339.25,24350.2,24312.2,24322.85,0,2024-07-24 12:30:00+05:30,24429.215,24525.289268667442,24333.140731332558,0.0,1.0
1721805300,24322.55,24348.6,24319.85,24339.4,0,2024-07-24 12:45:00+05:30,24423.19,24525.70875730803,24320.671242691966,0.0,0.0
1721806200,24339.95,24364.4,24329.65,24362.0,0,2024-07-24 13:00:00+05:30,24419.17,24524.623745310364,24313.716254689632,0.0,0.0
1721807100,24362.15,24364.45,24331.9,24343.3,0,2024-07-24 13:15:00+05:30,24409.835,24507.131028181953,24312.538971818045,0.0,0.0
1721808000,24342.5,24378.1,24320.6,24374.4,0,2024-07-24 13:30:00+05:30,24404.265,24496.13125659067,24312.39874340933,0.0,0.0
1721808900,24374.75,24376.05,24315.4,24329.05,0,2024-07-24 13:45:00+05:30,24397.684999999998,24491.28964251298,24304.080357487015,0.0,0.0
1721809800,24329.5,24335.95,24310.5,24324.45,0,2024-07-24 14:00:00+05:30,24390.0875,24481.54461495003,24298.63038504997,0.0,0.0
1721810700,24326.3,24389.25,24322.25,24388.05,0,2024-07-24 14:15:00+05:30,24387.025,24474.354803045597,24299.695196954406,0.0,0.0
1721811600,24387.15,24453.95,24386.9,24433.4,0,2024-07-24 14:30:00+05:30,24388.239999999998,24477.42103273669,24299.058967263307,0.0,0.0
1721812500,24432.3,24452.0,24415.15,24424.8,0,2024-07-24 14:45:00+05:30,24386.332499999997,24470.53292918526,24302.132070814732,0.0,0.0
1721813400,24425.7,24425.7,24380.25,24407.4,0,2024-07-24 15:00:00+05:30,24384.645,24465.67646240802,24303.61353759198,0.0,0.0
1721814300,24407.65,24446.4,24397.75,24441.9,0,2024-07-24 15:15:00+05:30,24386.7075,24471.285731685126,24302.129268314875,0.0,0.0
1721879100,24230.95,24276.45,24210.8,24248.2,0,2024-07-25 09:15:00+05:30,24377.17,24477.572347582027,24276.76765241797,0.0,1.0
1721880000,24248.15,24300.1,24242.05,24287.3,0,2024-07-25 09:30:00+05:30,24368.76,24469.685341713477,24267.83465828652,0.0,0.0
1721880900,24287.65,24287.65,24245.15,24274.65,0,2024-07-25 09:45:00+05:30,24360.892499999998,24465.342551579604,24256.442448420392,0.0,0.0
1721881800,24273.15,24303.15,24267.7,24294.95,0,2024-07-25 10:00:00+05:30,24355.225,24461.062231161734,24249.387768838264,0.0,0.0
1721882700,24294.8,24307.9,24270.85,24278.7,0,2024-07-25 10:15:00+05:30,24349.732500000002,24459.4136436619,24240.051356338103,0.0,0.0
1721883600,24278.3,24327.2,24277.15,24317.8,0,2024-07-25 10:30:00+05:30,24345.5775,24453.47194598765,24237.68305401235,0.0,0.0
1721884500,24317.2,24330.1,24305.2,24320.2,0,2024-07-25 10:45:00+05:30,24342.595,24449.830781808043,24235.35921819196,0.0,0.0
1721885400,24318.8,24332.45,24309.8,24324.2,0,2024-07-25 11:00:00+05:30,24341.850000000002,24449.379182085526,24234.32081791448,0.0,0.0
1721886300,24324.05,24333.35,24295.1,24329.0,0,2024-07-25 11:15:00+05:30,24342.1575,24449.50260363767,24234.812396362333,0.0,0.0
1721887200,24328.45,24344.95,24326.7,24337.65,0,2024-07-25 11:30:00+05:30,24342.07,24449.426804162485,24234.713195837514,0.0,0.0
1721888100,24337.0,24366.5,24333.95,24358.2,0,2024-07-25 11:45:00+05:30,24341.88,24449.108416942443,24234.65158305756,0.0,0.0
1721889000,24357.4,24368.65,24345.75,24362.95,0,2024-07-25 12:00:00+05:30,24342.8625,24450.484328060025,24235.240671939973,0.0,0.0
1721889900,24362.15,24379.2,24358.9,24370.3,0,2024-07-25 12:15:00+05:30,24342.6575,24450.05363715112,24235.261362848883,0.0,0.0
1721890800,24369.85,24376.65,24354.7,24358.45,0,2024-07-25 12:30:00+05:30,24344.127500000002,24451.543208697483,24236.71179130252,0.0,0.0
1721891700,24358.4,24395.05,24357.25,24390.95,0,2024-07-25 12:45:00+05:30,24347.452500000003,24456.332895273816,24238.57210472619,0.0,0.0
1721892600,24390.7,24397.9,24381.15,24382.3,0,2024-07-25 13:00:00+05:30,24347.165,24455.644712849833,24238.68528715017,0.0,0.0
1721893500,24381.8,24396.95,24380.3,24392.3,0,2024-07-25 13:15:00+05:30,24345.11,24448.410990314624,24241.809009685378,0.0,0.0
